Symbol	Open	Low	Volume	Name
HES	46.06	45.49	2882200	Hess Corporation
RYAM	13.89	13.81	355200	Rayonier Advanced Materials Inc.
MAA	107.35	106.9	703200	Mid-America Apartment Communities, Inc.
MAC	57.52	57.38	906700	Macerich Company (The)
MAN	122.82	120.52	412600	ManpowerGroup
MAS	38.95	38.83	1547700	Masco Corporation
CVRR	11.3	11.055	308000	CVR Refining, LP
MAV	11.58	11.56	62800	Pioneer Municipal High Income Advantage Trust
RESI	10.84	10.78	169100	Altisource Residential Corporation
LEJU	1.62	1.57	28000	Leju Holdings Limited
QTWO	42.35	41.65	75100	Q2 Holdings, Inc.
SEAS	12.47	12.26	1357200	SeaWorld Entertainment, Inc.
HFC	36.22	36.06	1551200	HollyFrontier Corporation
MCRN	18.72	18.51	628300	Milacron Holdings Corp.
PVG	11.31	11.18	2188400	Pretium Resources, Inc.
PVH	124.17	123.97	575100	PVH Corp.
MHNC	26.35	26.06	10800	Maiden Holdings, Ltd.
URI	145.43	143.01	1525500	United Rentals, Inc.
MBI	6.84	6.83	5341400	MBIA, Inc.
FMSA	4.18	4.01	2396500	Fairmount Santrol Holdings Inc.
MBT	10.55	10.44	2065100	Mobile TeleSystems OJSC
BRK.A	283000	279900	100	Berkshire Hathaway Inc.
CKH	45.1	44.17	96700	SEACOR Holdings, Inc.
BRK.B	187.96	186.5	2273000	Berkshire Hathaway Inc.
ZNH	35.17	34.82	7600	China Southern Airlines Company Limited
HGH	29.71	29.68	27900	Hartford Financial Services Group, Inc. (The)
PWR	37.82	37.33	795800	Quanta Services, Inc.
HGT	1.75	1.65	146900	Hugoton Royalty Trust
HGV	39.66	39.63	283300	Hilton Grand Vacations Inc.
IIPR	19.07	17.94	83000	Innovative Industrial Properties, Inc.
USA	6.15	6.11	590800	Liberty All-Star Equity Fund
USB	54.35	53.75	5299500	U.S. Bancorp
MCA	15.38	15.33	58800	Blackrock MuniYield California Insured Fund, Inc.
MCC	5.8	5.53	530800	Medley Capital Corporation
MCD	164.92	164.75	2379700	McDonald's Corporation
USG	33.14	33.03	1376700	USG Corporation
BXMT	31.73	31.51	288500	Capital Trust, Inc.
MCI	16	15.86	11100	Barings Corporate Investors
USM	36.51	35.66	36900	United States Cellular Corporation
MCK	146.61	145.615	1614100	McKesson Corporation
BXMX	14.02	13.99	145300	Nuveen S&P 500 Buy-Write Income Fund
MCN	7.82	7.82	35200	Madison Covered Call & Equity Strategy Fund
MCO	144.83	143.35	503200	Moody's Corporation
CLB	94.03	93.75	272900	Core Laboratories N.V.
MCR	8.66	8.64	72800	MFS Charter Income Trust
MCS	27.45	27.2	47600	Marcus Corporation (The)
CLD	3.74	3.74	3565900	Cloud Peak Energy Inc
CLF	7.24	7.13	7054600	Cleveland-Cliffs Inc.
MCV	25.1	25.1	2900	Medley Capital Corporation
CLH	56.37	56.195	104700	Clean Harbors, Inc.
MCX	25.72	25.7	1600	Medley Capital Corporation
CLI	23.39	23.3	378700	Mack-Cali Realty Corporation
MCY	56.48	55.91	106400	Mercury General Corporation
CNDT	15.85	15.72	1645800	Conduent Incorporated
CLR	37.4	36.53	1969300	Continental Resources, Inc.
CLS	12.54	12.3	143800	Celestica, Inc.
CLW	43.85	43.3	50800	Clearwater Paper Corporation
CLX	131.8	130.65	608100	Clorox Company (The)
ACCO	13	12.6	595400	Acco Brands Corporation
PXD	143.7	142.36	1525700	Pioneer Natural Resources Company
HHC	123.6	122.14	127700	Howard Hughes Corporation (The)
HASI	24.5	24.37	164300	Hannon Armstrong Sustainable Infrastructure Capital, Inc.
HHS	1.04	1.03	53600	Harte-Hanks, Inc.
TPVG	13.66	13.63	52300	TriplePoint Venture Growth BDC Corp.
MDC	35.53	35.45	313800	M.D.C. Holdings, Inc.
UTF	23.06	22.95	138000	Cohen & Steers Infrastructure Fund, Inc
UTI	3.45	3.28	9900	Universal Technical Institute Inc
UTL	51.5	51.5	22000	UNITIL Corporation
TPVY	25.2	25.17	11500	TriplePoint Venture Growth BDC Corp.
MDP	54.75	53.6	390700	Meredith Corporation
CMA	76.03	74.66	2615900	Comerica Incorporated
MDR	6.79	6.55	2760800	McDermott International, Inc.
CMC	21.2	20.93	1893300	Commercial Metals Company
CMD	95.64	95.26	124600	Cantel Medical Corp.
MDT	77.76	77.39	3809500	Medtronic plc
HUBB	120.24	118.5	294000	Hubbell Inc
MDU	26.93	26.88	426800	MDU Resources Group, Inc.
UTX	118.63	118.18	2026500	United Technologies Corporation
CMG	320.47	320.47	1055600	Chipotle Mexican Grill, Inc.
REVG	27.15	26.6	1652800	REV Group, Inc.
CMI	174.1	173.89	684000	Cummins Inc.
CMO	9.69	9.66	246000	Capstead Mortgage Corporation
CMP	65.85	65.15	342100	Compass Minerals International, Inc.
YELP	43.36	42.92	648000	Yelp Inc.
CMS	47.27	47.2	1331400	CMS Energy Corporation
CMU	4.79	4.75	55300	Colonial Municipal Income Trust
HUBS	81.75	81.45	208700	HubSpot, Inc.
HIE	13.87	13.75	43200	Miller/Howard High Income Equity Fund
HIG	56.31	55.75	1550300	Hartford Financial Services Group, Inc. (The)
HII	236.07	234.77	195500	Huntington Ingalls Industries, Inc.
PYN	10.08	9.99	12000	PIMCO New York Municipal Income Fund III
HIL	5.1	4.95	109900	Hill International, Inc.
HIO	5.14	5.13	182500	Western Asset High Income Opportunity Fund, Inc.
PYS	21.44	21.21	18900	PPlus Trust
PYT	20.94	20.94	100	PPlus Trust
THGA	25.59	25.51	3500	The Hanover Insurance Group, Inc.
HIW	52.41	52.41	340300	Highwoods Properties, Inc.
HIX	7.25	7.245	196400	Western Asset High Income Fund II Inc.
VIPS	8.42	8.31	8437300	Vipshop Holdings Limited
MED	63.05	62.95	133400	MEDIFAST INC
MEI	45.1	44.75	137800	Methode Electronics, Inc.
MEN	11.93	11.9	37100	Blackrock MuniEnhanced Fund, Inc.
CNA	50.48	49.82	142400	CNA Financial Corporation
CNC	92.02	91.535	3005300	Centene Corporation
MET	53.23	52.2	4853600	MetLife, Inc.
GMED	29.05	29.005	523900	Globus Medical, Inc.
CNI	80.08	79.8	878300	Canadian National Railway Company
CNK	35.81	35.39	820400	Cinemark Holdings Inc
CNO	24.54	24.24	540500	CNO Financial Group, Inc.
CNP	29.43	29.27	2240800	CenterPoint Energy, Inc.
CNQ	33.17	32.87	1397600	Canadian Natural Resources Limited
RAD	1.89	1.81	23981500	Rite Aid Corporation
CNS	42.07	41.34	92400	Cohen & Steers Inc
CNX	15.58	15.51	2384500	CONSOL Energy Inc.
BSTI	11.96	11.7	1656700	BEST Inc.
PZC	10.85	10.85	57000	PIMCO California Municipal Income Fund III
PZE	13.15	12.55	17300	Petrobras Argentina S.A.
RAS	0.56	0.51	1661500	RAIT Financial Trust
PZN	11.87	11.83	181000	Pzena Investment Management Inc
MRIN	14.1	13.9	12900	Marin Software Incorporated
GRAM	4.64	4.59	71800	Grana y Montero S.A.A.
HJV	13.24	12.67	7400	MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14
OAKS	4.5	4.46	95900	Five Oaks Investment Corp.
MFA	8.74	8.71	846300	MFA Financial, Inc.
UVE	24.6	24.15	208000	UNIVERSAL INSURANCE HOLDINGS INC
MFC	20.81	20.65	1807200	Manulife Financial Corp
MFD	13.56	13.48	14000	Macquarie/First Trust Global
MFG	3.59	3.56	340400	Mizuho Financial Group, Inc.
MFL	15.05	14.99	51700	Blackrock MuniHoldings Investment Quality Fund
MFM	7.11	7.1	30100	MFS Municipal Income Trust
MFO	25.41	25.41	11000	MFA Financial, Inc.
UVV	58.75	58	193500	Universal Corporation
COE	13.83	13.56	8400	China Online Education Group
MFT	14.44	14.4	6800	Blackrock MuniYield Investment QualityFund
COF	86.98	85.91	1450400	Capital One Financial Corporation
COG	25.69	25.58	3990100	Cabot Oil & Gas Corporation
MFV	6.61	6.59	8600	MFS Special Value Trust
COH	39.35	39.07	1857900	Coach, Inc.
COL	134.52	134.32	767400	Rockwell Collins, Inc.
DLNG	13.61	13.29	93300	Dynagas LNG Partners LP
RBA	28.61	28.03	384100	Ritchie Bros. Auctioneers Incorporated
COO	237.8	235.52	551500	Cooper Companies, Inc. (The)
COP	49.7	49.32	3579000	ConocoPhillips
RBC	79.75	78.8	217600	Regal Beloit Corporation
COR	111.75	111.74	332000	CoreSite Realty Corporation
REXR	30.31	30.15	456400	Rexford Industrial Realty, Inc.
COT	15.16	14.93	2389000	Cott Corporation
RBS	7.32	7.27	461600	Royal Bank Scotland plc (The)
BANC	20.55	20.3	279700	Banc of California, Inc.
BIO.B	222.85	222.85	100	Bio-Rad Laboratories, Inc.
APRN	5.27	5.2	2381500	Blue Apron Holdings, Inc.
MGA	53.17	52.94	1113300	Magna International, Inc.
SWNC	12.95	12.8	24300	Southwestern Energy Company
MGF	4.91	4.91	24500	MFS Government Markets Income Trust
MGM	29.69	29.63	8612400	MGM Resorts International
CNHI	11.96	11.87	1631900	CNH Industrial N.V.
XOXO	20.02	19.89	43800	XO Group, Inc.
MGP	29.17	29.07	672800	MGM Growth Properties LLC
CPA	130.08	125.71	193900	Copa Holdings, S.A.
CPB	46.63	45.9	2170400	Campbell Soup Company
CPE	11.11	10.97	1837800	Callon Petroleum Company
MGU	26.1	25.95	25300	Macquarie Global Infrastructure Total Return Fund Inc.
CPF	32.59	32.15	79300	CPB Inc.
CPG	7.6	7.48	1417200	Crescent Point Energy Corporation
CPK	80.4	80.4	27100	Chesapeake Utilities Corporation
CPL	17.15	17.13	98900	CPFL Energia S.A.
CPN	14.8	14.78	12039600	Calpine Corporation
CPS	110.31	109.92	117100	Cooper-Standard Holdings Inc.
CPT	93.58	92.88	430400	Camden Property Trust
RCI	53.63	53.48	347700	Rogers Communication, Inc.
RCL	127.4	127	1013600	Royal Caribbean Cruises Ltd.
RCS	9.45	9.3	330400	PIMCO Strategic Income Fund, Inc.
HLF	78.38	76.81	4044500	Herbalife LTD.
HLI	40.52	40.24	202000	Houlihan Lokey, Inc.
HLS	45.25	44.885	625600	HealthSouth Corporation
HLT	71.04	70.72	1549200	Hilton Worldwide Holdings Inc.
HLX	7.87	7.74	1518700	Helix Energy Solutions Group, Inc.
MHD	17.03	16.92	59600	Blackrock MuniHoldings Fund, Inc.
MHF	7.8	7.79	35900	Western Asset Municipal High Income Fund, Inc.
MHI	12.07	12.02	77100	Pioneer Municipal High Income Trust
MHK	257.3	257.13	321100	Mohawk Industries, Inc.
MHN	14.07	14.06	20500	Blackrock MuniHoldings New York Quality Fund, Inc.
MHO	28.38	28.27	228700	M/I Homes, Inc.
DLPH	98	96.79	1590600	Delphi Automotive plc
RDC	13.89	13.32	3376200	Rowan Companies plc
ZTO	15.32	14.9	2330100	ZTO Express (Cayman) Inc.
RDN	19.74	19.49	2043800	Radian Group Inc.
ZTR	13.24	13.225	82200	Virtus Global Dividend & Income Fund Inc.
ZTS	65.65	65.43	2251500	Zoetis Inc.
HMC	30.39	30.33	429300	Honda Motor Company, Ltd.
RDY	36.35	36.18	143500	Dr. Reddy's Laboratories Ltd
HMN	40.75	40.3	140100	Horace Mann Educators Corporation
CINR	25.25	25	13500	Ciner Resources LP
HMY	1.8	1.76	2990700	Harmony Gold Mining Company Limited
APTS	20.16	20.07	409700	Preferred Apartment Communities, Inc.
MIC	72.59	72.25	547100	Macquarie Infrastructure Company
MIE	10.36	10.15	108700	Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.
MIN	4.24	4.22	530200	MFS Intermediate Income Trust
CRC	10.53	10.33	786800	California Resources Corporation
CRH	35.88	35.83	268900	CRH PLC
CRI	92.09	91.57	475500	Carter's, Inc.
MIY	13.99	13.99	25600	Blackrock MuniYield Michigan Quality Fund, Inc.
CRK	4.73	4.47	210600	Comstock Resources, Inc.
CRL	114.02	113.81	171800	Charles River Laboratories International, Inc.
CRM	96.96	95.93	2528300	Salesforce.com Inc
CRR	6.8	6.49	695700	Carbo Ceramics, Inc.
CRS	50.2	49.88	529400	Carpenter Technology Corporation
CRT	14.56	14.5	11800	Cross Timbers Royalty Trust
REG	64.14	64.03	718100	Regency Centers Corporation
CRY	20.3	20.25	105300	CryoLife, Inc.
RES	22.86	22.72	1330200	RPC, Inc.
REV	22.9	22.4	140000	Revlon, Inc.
HNI	42.4	41.98	136000	HNI Corporation
VSLR	3.7	3.65	193500	Vivint Solar, Inc.
REX	90.55	89.94	20100	REX American Resources Corporation
WAB	75	74.32	531700	Westinghouse Air Brake Technologies Corporation
WAC	0.46	0.46	299400	Walter Investment Management Corp.
HNP	25.66	25.3	89300	Huaneng Power International, Inc.
TRCO	40.75	40.56	520600	Tribune Media Company
WAL	53.41	51.87	575900	Western Alliance Bancorporation
UZA	25.65	25.55	9100	United States Cellular Corporation
UZB	26.5	26.4	18900	United States Cellular Corporation
UZC	27.02	26.89	13100	United States Cellular Corporation
NPTN	4.75	4.74	809500	NeoPhotonics Corporation
WAT	183.94	180.44	712300	Waters Corporation
PBR.A	10.18	10.085	6773400	Petroleo Brasileiro S.A.- Petrobras
INSI	19.74	19.7	14900	Insight Select Income Fund
TMHC	22.69	22.45	717200	Taylor Morrison Home Corporation
INST	33.95	33.95	115300	Instructure, Inc.
CSL	99.31	99.31	224800	Carlisle Companies Incorporated
INSW	20.53	20.4	118900	International Seaways, Inc.
CSS	29.73	29.62	30800	CSS Industries, Inc.
CSU	12.22	12.22	121300	Capital Senior Living Corporation
CSV	25.48	24.99	98000	Carriage Services, Inc.
RFI	12.72	12.655	41300	Cohen & Steers Total Return Realty Fund, Inc.
RFP	6.35	6.1	172000	Resolute Forest Products Inc.
RFT	17.25	16.61	47800	RAIT Financial Trust
HOG	45.75	45.25	13981300	Harley-Davidson, Inc.
HON	143.5	142.51	2435600	Honeywell International Inc.
WBC	149.45	147.72	317800	Wabco Holdings Inc.
HOS	3.92	3.83	207300	Hornbeck Offshore Services
HOV	2.29	2.205	1163600	Hovnanian Enterprises Inc
WBK	26.13	26.03	106300	Westpac Banking Corporation
MKC	99.04	98.36	669400	McCormick & Company, Incorporated
WBS	53.29	52.27	401200	Webster Financial Corporation
WBT	21.92	21.92	711200	Welbilt, Inc.
MKL	1073.42	1064.41	15000	Markel Corporation
CTB	36.7	36.5	302600	Cooper Tire & Rubber Company
FELP	4.115	4.115	26000	Foresight Energy LP
CTL	19.72	18.93	18804100	CenturyLink, Inc.
RGA	143.62	142.74	269200	Reinsurance Group of America, Incorporated
AMBR	8.48	8.27	17300	Amber Road, Inc.
RGC	16.06	15.79	2617200	Regal Entertainment Group
CTR	12.12	12.06	120500	ClearBridge Energy MLP Total Return Fund Inc.
CTS	25.7	25.4	41700	CTS Corporation
CTU	25.31	25.31	27600	Qwest Corporation
CTV	26.05	26.01	30700	Qwest Corporation
CTW	25.52	25.5	11000	Qwest Corporation
CTX	25.46	25.4	24300	Qwest Corporation
CTY	25.27	25.26	27900	Qwest Corporation
CTZ	25.42	25.37	17500	Qwest Corporation
RGR	50.45	49.95	129700	Sturm, Ruger & Company, Inc.
RGS	14.95	14.95	202900	Regis Corporation
HPE	14.84	14.545	12841000	Hewlett Packard Enterprise Company
RGT	10.61	10.6	32500	Royce Global Value Trust, Inc.
HPF	21.76	21.72	26700	John Hancock Pfd Income Fund II
TREC	12.55	12.15	31900	Trecora Resources
HPI	21.77	21.77	59900	John Hancock Preferred Income Fund
TCRX	25.23	25.22	1700	THL Credit, Inc.
HPP	33.98	33.86	1142100	Hudson Pacific Properties, Inc.
WCC	59.65	59.5	606600	WESCO International, Inc.
HPQ	21.77	21.46	7137000	HP Inc.
TCRZ	25.835	25.8	2800	THL Credit, Inc.
HPS	18.75	18.69	29200	John Hancock Preferred Income Fund III
WCG	169.47	167.52	482300	WellCare Health Plans, Inc.
WCN	69.53	69.46	563400	Waste Connections, Inc.
TREX	87	86.64	179000	Trex Company, Inc.
MLI	34.75	34.26	99900	Mueller Industries, Inc.
MLM	204.51	203.18	452400	Martin Marietta Materials, Inc.
MLP	16.55	15.55	59700	Maui Land & Pineapple Company, Inc.
CUB	52.15	51.35	119900	Cubic Corporation
MLR	28.25	28.25	18600	Miller Industries, Inc.
CUK	67.41	67.41	332800	Carnival Corporation
RHI	49.09	48.73	363500	Robert Half International Inc.
CUZ	9.47	9.37	5095000	Cousins Properties Incorporated
RHP	64.66	64.23	136900	Ryman Hospitality Properties, Inc.
RHT	120.36	120.08	1198200	Red Hat, Inc.
HQH	25.35	25.3	79100	Tekla Healthcare Investors
HQL	21.84	21.84	52600	Tekla Life Sciences Investors
CABO	756.97	734.15	34000	Cable One, Inc.
WDR	20.43	19.92	525700	Waddell & Reed Financial, Inc.
MMC	84.1	83.29	1437700	Marsh & McLennan Companies, Inc.
MMD	19.93	19.9	49200	MainStay DefinedTerm Municipal Opportunities Fund
MMI	27.4	27.2	73700	Marcus & Millichap, Inc.
INVH	22.56	22.5	1606900	Invitation Homes Inc.
MMM	218.19	216.47	2150800	3M Company
CVA	15.25	15.15	1125500	Covanta Holding Corporation
MMP	69.16	68.55	618200	Magellan Midstream Partners L.P.
FENG	6.19	5.94	775600	Phoenix New Media Limited
MMS	65.1	64.68	151400	Maximus, Inc.
CVE	9.72	9.65	2420200	Cenovus Energy Inc
MMT	6.22	6.2	120700	MFS Multimarket Income Trust
MMU	14.16	14.09	47600	Western Asset Managed Municipals Fund, Inc.
CVG	25.79	25.44	292500	Convergys Corporation
CVI	27.85	27.3	359300	CVR Energy Inc.
VNTR	24.61	24.51	637500	Venator Materials PLC
SEMG	27.7	26.8	781900	Semgroup Corporation
VNTV	69.5	68.75	4185700	Vantiv, Inc.
CNNX	16.4	16.02	240400	Cone Midstream Partners LP
RIC	9.55	9.4	167100	Richmont Mines, Inc.
FTAI	18.5	18.2	299800	Fortress Transportation and Infrastructure Investors LLC
CVS	72.41	72.12	6068700	CVS Health Corporation
RIG	11.03	10.71	13703700	Transocean Ltd.
CVX	120.23	119.83	4844200	Chevron Corporation
RIO	49.9	49.554	1937100	Rio Tinto Plc
HRB	25.39	24.755	2603900	H&R Block, Inc.
HRC	78.11	77.68	456800	Hill-Rom Holdings Inc
HRG	16.19	16.17	1529700	HRG Group, Inc.
RIV	20.05	19.7	70600	RiverNorth Opportunities Fund, Inc.
HRI	49.17	48.8	170100	Herc Holdings Inc.
HRL	31.38	31.36	1731800	Hormel Foods Corporation
WEA	13.84	13.84	45200	Western Asset Bond Fund
WEC	64.96	64.8	1290100	WEC Energy Group, Inc.
CACI	142.5	140.3	72400	CACI International, Inc.
HRS	135.95	135.95	468400	Harris Corporation
CISN	13.2	13.07	64900	Cision Ltd.
TRGP	44.98	44.5	2131000	Targa Resources, Inc.
WES	51.07	50.45	611600	Western Gas Partners, LP
MNE	14.13	14.08	6500	Blackrock Muni New York Intermediate Duration Fund Inc
DIAX	17.15	17.15	109700	Nuveen Dow 30SM Dynamic Overwrite Fund
WEX	122	120.615	629000	WEX Inc.
MNK	32.13	31.51	1966900	Mallinckrodt plc
MNP	15.45	15.44	14800	Western Asset Municipal Partners Fund, Inc.
MNR	16.73	16.66	335200	Monmouth Real Estate Investment Corporation
CWH	42.41	42.36	489900	Camping World Holdings, Inc.
DVMT	81.15	80.81	924900	Dell Technologies Inc.
RJF	85.82	84.05	548900	Raymond James Financial, Inc.
CWT	41.75	41.75	71900	California Water  Service Group Holding
STAG	28.02	27.88	249100	Stag Industrial, Inc.
HSC	21.75	21.1	349400	Harsco Corporation
STAY	20.85	20.63	1350200	Extended Stay America, Inc.
CADE	22.73	22.44	56200	Cadence Bancorporation
WFC	54	53.12	18614700	Wells Fargo & Company
HST	19.39	19.26	3869000	Host Hotels & Resorts, Inc.
HSY	110.77	110	559400	Hershey Company (The)
EGIF	16.91	16.85	12500	Eagle Growth and Income Opportunities Fund
MOD	20.6	20.05	301800	Modine Manufacturing Company
WFT	3.9	3.82	15373900	Weatherford International plc
MOH	60.49	60.3	1583200	Molina Healthcare Inc
MON	122.25	121.995	2635600	Monsanto Company
INXN	51.96	51.35	255600	InterXion Holding N.V.
MOS	21.77	20.89	4800000	Mosaic Company (The)
CXE	5.21	5.19	103200	Colonial High Income Municipal Trust
MOV	27.7	27.55	135800	Movado Group Inc.
CXH	9.96	9.925	6900	Colonial Investment Grade Municipal Trust
CXO	133.29	131.84	854400	Concho Resources Inc.
CXP	21.71	21.69	297500	Columbia Property Trust, Inc.
CXW	25.7	25.55	1878700	CoreCivic, Inc.
AZRE	14.69	14.69	7300	Azure Power Global Limited
HTA	29.62	29.62	875700	Healthcare Trust of America, Inc.
HTD	25.8	25.76	110000	John Hancock Tax Advantaged Dividend Income Fund
HTH	26.4	25.53	230200	Hilltop Holdings Inc.
CSLT	4.25	4.2	205800	Castlight Health, inc.
HTY	9.23	9.1	65500	John Hancock Tax-Advantaged Global Shareholder Yield Fund
WGL	85.46	85.45	146900	WGL Holdings Inc
HTZ	25.55	25.33	2158900	Hertz Global Holdings, Inc
WGO	44.1	43.275	497000	Winnebago Industries, Inc.
MPA	14.33	14.33	25900	Blackrock MuniYield Pennsylvania Quality Fund
WGP	39.46	39.13	219000	Western Gas Equity Partners, LP
MPC	55.74	55.73	3017900	Marathon Petroleum Corporation
MPO	14.55	14.55	76400	MIDSTATES PETROLEUM COMPANY, INC.
CYD	23.8	23.27	47000	China Yuchai International Limited
ROYT	1.54	1.48	95300	Pacific Coast Oil Trust
MPV	15.05	14.7	24200	Barings Participation Investors
NMFC	14.4	14.15	265900	New Mountain Finance Corporation
MPW	13.1	13.08	1961900	Medical Properties Trust, Inc.
CYH	5.94	5.81	6782800	Community Health Systems, Inc.
MPX	14.75	14.75	41700	Marine Products Corporation
CIG.C	2.46	2.46	100	Comp En De Mn Cemig ADS
AMGP	19.69	19.6	163300	Antero Midstream GP LP
CYS	8.72	8.68	480300	CYS Investments, Inc.
RLH	8.75	8.525	53900	Red Lion Hotels Corporation
RLI	57.94	57.305	173000	RLI Corp.
YEXT	12.38	12.05	259200	Yext, Inc.
RLJ	22.31	22.12	868200	RLJ Lodging Trust
ARCH	71.12	71.12	408000	Arch Coal, Inc.
ARCO	10	9.85	237700	Arcos Dorados Holdings Inc.
HUM	239.4	237.67	1691900	Humana Inc.
VALE	10.41	10.22	24116400	VALE S.A.
HUN	28.96	28.875	3767200	Huntsman Corporation
CIVI	18.35	18.1	42800	Civitas Solutions, Inc.
WHG	67.5	67.5	20100	Westwood Holdings Group Inc
JILL	4.9	4.79	779100	J. Jill, Inc.
ARCX	16.65	16.64	38400	Arc Logistic Partners LP
WHR	176.67	174.73	798900	Whirlpool Corporation
EAB	24.96	24.96	1200	Entergy Arkansas, Inc.
EAE	24.95	24.95	400	Entergy Arkansas, Inc.
EAI	24.79	24.75	65800	Entergy Arkansas, Inc.
MQT	13.23	13.21	20600	Blackrock MuniYield Quality Fund II, Inc.
EAT	31	30.85	2894700	Brinker International, Inc.
MQY	15.59	15.55	28400	Blackrock MuniYield Quality Fund, Inc.
RMD	77.75	77.51	280700	ResMed Inc.
HCHC	5.3	5.17	148300	HC2 Holdings, Inc.
CZZ	9.11	9.015	893800	Cosan Limited
ARDC	16.47	16.3	91900	Ares Dynamic Credit Allocation Fund, Inc.
RMP	21.4	21.19	125000	Rice Midstream Partners LP
RMT	9.42	9.36	104700	Royce Micro-Cap Trust, Inc.
VSTO	20.77	20.63	425600	Vista Outdoor Inc.
WIA	11.53	11.51	46000	Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd
HVT	23.6	23.6	66200	Haverty Furniture Companies, Inc.
EQCO	25.02	25.01	16300	Equity Commonwealth
MRC	18.29	18	364900	MRC Global Inc.
WIT	5.5	5.28	3162000	Wipro Limited
WIW	11.24	11.22	59500	Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2
EBF	19.85	19.575	74100	Ennis, Inc.
MRK	63.21	62.88	7028400	Merck & Company, Inc.
MRO	13.85	13.65	9219100	Marathon Oil Corporation
AMID	13.8	13.3	162400	American Midstream Partners, LP
MRT	11.67	11.49	203600	MedEquities Realty Trust, Inc.
EBR	6.49	6.31	198600	Centrais Electricas Brasileiras S.A.- Eletrobras
EBS	40.5	39.99	171500	Emergent Biosolutions, Inc.
GMRE	9.13	9.03	62500	Global Medical REIT Inc.
ACRE	13.59	13.42	109500	Ares Commercial Real Estate Corporation
RNG	42.75	42.4	324500	Ringcentral, Inc.
SERV	46.55	46.23	628000	ServiceMaster Global Holdings, Inc.
RNP	21.87	21.62	79500	Cohen & Steers Reit and Preferred Income Fund Inc
RNR	138.01	137.6	332400	RenaissanceRe Holdings Ltd.
AZUL	26.85	26.47	135300	Azul S.A.
RLGY	32	31.98	1341600	Realogy Holdings Corp.
ARES	18.65	18.25	69600	Ares Management L.P.
MSA	78.89	78.89	150900	MSA Safety Incorporporated
MSB	22.9	22.32	96800	Mesabi Trust
ECA	11.3	11.25	10510800	Encana Corporation
MSD	10.14	10.12	16400	Morgan Stanley Emerging Markets Debt Fund, Inc.
SOJA	27.3	26.87	126200	Southern Company (The)
MSF	17.87	17.81	5900	Morgan Stanley Emerging Markets Fund, Inc.
SOJB	25.39	25.39	78100	Southern Company (The)
MSG	217.88	213.77	141400	MSG Networks Inc.
MSI	89.09	88.53	589000	Motorola Solutions, Inc.
MSL	12.6	12.6	74400	MidSouth Bancorp
MSM	76.1	75.96	1289300	MSC Industrial Direct Company, Inc.
ECL	134.14	132.34	1266600	Ecolab Inc.
MSP	11.89	11.89	8600	Madison Strategic Sector Premium Fund
ECR	2.35	2.28	566900	Eclipse Resources Corporation
ECT	2.45	2.41	47000	ECA Marcellus Trust I
ROG	139	137.62	129700	Rogers Corporation
ROK	186.4	185.97	432400	Rockwell Automation, Inc.
ROL	47.7	47.61	518500	Rollins, Inc.
ROP	251.4	250.37	511900	Roper Technologies, Inc.
HXL	59.35	58.43	570200	Hexcel Corporation
PAGP	21.14	21.11	1780500	Plains Group Holdings, L.P.
MTB	164.53	163.21	573800	M&T Bank Corporation
MTD	668.55	659.83	97400	Mettler-Toledo International, Inc.
MTG	13.11	12.99	4175200	MGIC Investment Corporation
EDD	8.07	8.07	134500	Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.
MTH	47.75	47.4	162000	Meritage Corporation
EDF	16.77	16.77	60200	Stone Harbor Emerging Markets Income Fund
MTL	5.01	4.94	1972800	Mechel PAO
EDI	16.15	16.1	56300	Stone Harbor Emerging Markets Total Income Fund
MTN	216.59	216.21	272600	Vail Resorts, Inc.
EDN	42.98	41.91	127100	Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)
MTR	15.65	15.33	3900	Mesa Royalty Trust
GMTA	26.44	26.35	6900	GATX Corporation
MTT	22.82	22.77	17000	Western Asset Municipal Defined Opportunity Trust Inc
MTU	6.5	6.47	1871000	Mitsubishi UFJ Financial Group Inc
EDR	36.99	36.51	603300	Education Realty Trust Inc.
MTW	9.26	8.98	882100	Manitowoc Company, Inc. (The)
MTX	72.55	72.1	138000	Minerals Technologies Inc.
EDU	93.55	90.79	1263100	New Oriental Education & Technology Group, Inc.
MTZ	43.65	42.9	872700	MasTec, Inc.
RPM	51.7	51.585	455700	RPM International Inc.
HYB	9.89	9.84	34700	New America High Income Fund, Inc. (The)
RPT	13.34	13.34	235900	Ramco-Gershenson Properties Trust
HYH	43.47	43.24	229400	Halyard Health, Inc.
HYI	15.72	15.59	43300	Western Asset High Yield Defined Opportunity Fund Inc.
TRNO	36.84	36.61	181200	Terreno Realty Corporation
HYT	11.39	11.33	235600	Blackrock Corporate High Yield Fund, Inc.
WLH	23.37	23.11	201900	Lyon William Homes
WLK	84.42	83.62	471700	Westlake Chemical Corporation
WLL	5.26	5.03	20185200	Whiting Petroleum Corporation
MUA	15.7	15.53	52700	Blackrock MuniAssets Fund, Inc.
